image,question,answer
image6857.jpg,What does this image show?,islet cell carcinoma
image6858.jpg,What does this image show?,pancreatic fat necrosis
image6859.jpg,What does this image show?,pancreatic fat necrosis
image6860.jpg,What does this image show?,chronic pancreatitis with cyst formation
image6861.jpg,What does this image show?,chronic pancreatitis with cyst formation
image6860.jpg,How does this image show chronic pancreatitis?,with cyst formation 
image6861.jpg,How does this image show chronic pancreatitis?,with cyst formation 
image6862.jpg,What does this image show?,sac opened
image6863.jpg,What does this image show?,sac opened
image6864.jpg,What does this image show?,large medial lobar so-called median bar not show bladder well
image6865.jpg,What does this image show?,large medial lobar so-called median bar not show bladder well
image6864.jpg,What does so-called median bar show bladder well?,bar not
image6865.jpg,What does so-called median bar show bladder well?,bar not
image6864.jpg,What does not show bladder well?,so-called median bar
image6865.jpg,What does not show bladder well?,so-called median bar
image6866.jpg,What do median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter appear?,normal focal hemorrhages in kidneys hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not
image6867.jpg,What do median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter appear?,normal focal hemorrhages in kidneys hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not
image6866.jpg,What is diagnosis?,pyelonephritis carcinoma in prostate
image6867.jpg,What is diagnosis?,pyelonephritis carcinoma in prostate
image6866.jpg,What does this image show?,that median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter appear normal focal hemorrhages in kidneys and hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not
image6867.jpg,What does this image show?,that median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter appear normal focal hemorrhages in kidneys and hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not
image6866.jpg,What appear normal focal hemorrhages in kidneys and hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not?,median lobe hyperplasia with marked cystitis bladder hypertrophy ureter
image6867.jpg,What appear normal focal hemorrhages in kidneys and hemorrhagic pyelitis indicates pyelonephritis carcinoma in prostate is diagnosis but can not?,median lobe hyperplasia with marked cystitis bladder hypertrophy ureter
image6868.jpg,What does this image show?,opened bladder and urethra with granular tumor masses visible in floor of bladder quite good
image6869.jpg,What does this image show?,opened bladder and urethra with granular tumor masses visible in floor of bladder quite good
image6870.jpg,What does this image show?,normal testes
image6871.jpg,What does this image show?,normal testes
image6870.jpg,What is present?,male Reproductive
image6871.jpg,What is present?,male Reproductive
image6872.jpg,What does this image show?,prostate is cut open showing neoplasm quite good
image6873.jpg,What does this image show?,prostate is cut open showing neoplasm quite good
image6874.jpg,What does this image show?,large caseous lesions easily seen excellent example
image6875.jpg,What does this image show?,large caseous lesions easily seen excellent example
image6876.jpg,What is labeled chancroid?,ulcerative lesions slide
image6877.jpg,What is labeled chancroid?,ulcerative lesions slide
image6876.jpg,What does this image show?,that ulcerative lesions slide is labeled chancroid
image6877.jpg,What does this image show?,that ulcerative lesions slide is labeled chancroid
image6876.jpg,What is ulcerative lesions slide labeled?,labeled chancroid
image6877.jpg,What is ulcerative lesions slide labeled?,labeled chancroid
image6878.jpg,What cut surface with nodular hyperplasia?,excellent example
image6879.jpg,What cut surface with nodular hyperplasia?,excellent example
image6878.jpg,What does this image show?,excellent example cut surface with nodular hyperplasia
image6879.jpg,What does this image show?,excellent example cut surface with nodular hyperplasia
image6878.jpg,How is excellent example cut surface?,nodular hyperplasia 
image6879.jpg,How is excellent example cut surface?,nodular hyperplasia 
image6880.jpg,What does this image show?,median bar bladder hypertrophy good
image6881.jpg,What does this image show?,median bar bladder hypertrophy good
image6882.jpg,What is present?,metastatic carcinoma
image6883.jpg,What is present?,metastatic carcinoma
image6882.jpg,What does this image show?,close-up tumor well shown primary not stated said to be adenocarcinoma
image6883.jpg,What does this image show?,close-up tumor well shown primary not stated said to be adenocarcinoma
image6882.jpg,What said to be adenocarcinoma?,close-up tumor well shown primary not stated
image6883.jpg,What said to be adenocarcinoma?,close-up tumor well shown primary not stated
image6884.jpg,What does this image show?,tumor mass with a large amount of necrosis
image6885.jpg,What does this image show?,tumor mass with a large amount of necrosis
image6884.jpg,How does this image show tumor mass?,with a large amount of necrosis 
image6885.jpg,How does this image show tumor mass?,with a large amount of necrosis 
image6886.jpg,What does this image show?,excellent very large gland hypertrophied bladder
image6887.jpg,What does this image show?,excellent very large gland hypertrophied bladder
image6886.jpg,What hypertrophied bladder?,large gland
image6887.jpg,What hypertrophied bladder?,large gland
image6888.jpg,What does this image show?,good example of nodule protruding into bladder
image6889.jpg,What does this image show?,good example of nodule protruding into bladder
image6890.jpg,What does this image show?,close-up median lobe hyperplasia so-called median bar lesion very good hemorrhagic cystitis
image6891.jpg,What does this image show?,close-up median lobe hyperplasia so-called median bar lesion very good hemorrhagic cystitis
image6892.jpg,What is present?,squamous cell carcinoma
image6893.jpg,What is present?,squamous cell carcinoma
image6892.jpg,What does this image show?,excised penis with nodular masses of tumor
image6893.jpg,What does this image show?,excised penis with nodular masses of tumor
image6894.jpg,What does this image show?,excellent view of cut surface and unopened surface
image6895.jpg,What does this image show?,excellent view of cut surface and unopened surface
image6896.jpg,What does this image show?,massively enlarge nodular prostate with median lobe protrusion into floor of bladder
image6897.jpg,What does this image show?,massively enlarge nodular prostate with median lobe protrusion into floor of bladder
image6898.jpg,What does this image show?,close-up view of large median lobe extending into floor of bladder
image6899.jpg,What does this image show?,close-up view of large median lobe extending into floor of bladder
image6900.jpg,What does this image show?,fixed tissue i think discrete lesion well shown
image6901.jpg,What does this image show?,fixed tissue i think discrete lesion well shown
image6900.jpg,What is present?,malignant lymphoma
image6901.jpg,What is present?,malignant lymphoma
image6902.jpg,What does this image show?,fixed tissue contrast of normal cut surface with one having diffuse infiltrate
image6903.jpg,What does this image show?,fixed tissue contrast of normal cut surface with one having diffuse infiltrate
image6902.jpg,What is present?,malignant lymphoma
image6903.jpg,What is present?,malignant lymphoma
image6904.jpg,What does this image show?,opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder
image6905.jpg,What does this image show?,opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder
image6906.jpg,What does this image show?,cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia
image6907.jpg,What does this image show?,cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia
image6906.jpg,What is present?,leukemic infiltrate with necrosis
image6907.jpg,What is present?,leukemic infiltrate with necrosis
image6908.jpg,What is present?,fibrosis mumps
image6909.jpg,What is present?,fibrosis mumps
image6908.jpg,What does this image show?,that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at time
image6909.jpg,What does this image show?,that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at time
image6908.jpg,Why does this image show that cut surface both testicles on normal and one quite small typical probably?,due to mumps have no history at time
image6909.jpg,Why does this image show that cut surface both testicles on normal and one quite small typical probably?,due to mumps have no history at time
image6908.jpg,What have no history at this time?,cut surface both testicles on normal and one quite small typical probably due to mumps
image6909.jpg,What have no history at this time?,cut surface both testicles on normal and one quite small typical probably due to mumps
image6910.jpg,What does this image show?,close-up view of large median bar type lesion with severe cystitis
image6911.jpg,What does this image show?,close-up view of large median bar type lesion with severe cystitis
image6910.jpg,How does this image show close-up view of large median bar type lesion?,with severe cystitis 
image6911.jpg,How does this image show close-up view of large median bar type lesion?,with severe cystitis 
image6910.jpg,What is present?,hyperplasia median bar
image6911.jpg,What is present?,hyperplasia median bar
image6912.jpg,What does this image show?,metastatic carcinoma prostate
